SpecID,PassNonPass,IOCOrder,BLFamilyLatin,BLFamilyEnglish,BLFamSequID,Taxo,Scientific,Scientific.aou,English,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-5Cat,Diet-Source,Diet-Certainty,Diet-EnteredBy,ForStrat-watbelowsurf,ForStrat-wataroundsurf,ForStrat-ground,ForStrat-understory,ForStrat-midhigh,ForStrat-canopy,ForStrat-aerial,PelagicSpecialist,ForStrat-Source,ForStrat-SpecLevel,ForStrat-EnteredBy,Nocturnal,BodyMass_Value,BodyMass-Source,BodyMass-SpecLevel,BodyMass-Comment,Record-Comment
2601,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Goldmania violiceps,Goldmania violiceps,Violet-capped Hummingbird,0,0,0,0,0,0,0,100,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,80,20,0,0,0,Ref_5,1,Christian,0,4.1,Dunning08,1,,
2602,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Goethalsia bella,Goethalsia bella,Rufous-cheeked Hummingbird,0,0,0,0,0,0,0,100,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,60,40,0,0,0,Ref_5,1,Christian,0,3.4,Dunning08,1,,
2603,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Trochilus polytmus,Trochilus polytmus,Red-billed Streamertail,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,20,80,0,0,0,Ref_5,1,Christian,0,4.84,Dunning08,1,,
2604,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Leucochloris albicollis,Leucochloris albicollis,White-throated Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,60,10,0,0,Ref_5,1,Christian,0,6.3,Dunning08,1,,
2605,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Polytmus guainumbi,Polytmus guainumbi,White-tailed Goldenthroat,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,100,0,0,0,0,Ref_5,1,Christian,0,5.2,Dunning08,1,,
2606,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Polytmus milleri,Polytmus milleri,Tepui Goldenthroat,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,80,20,0,0,0,Ref_5,1,Christian,0,4.1,Dunning08,1,,
2607,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Polytmus theresiae,Polytmus theresiae,Green-tailed Goldenthroat,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,70,0,0,0,Ref_5,1,Christian,0,3.8,Dunning08,1,,
2608,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Leucippus fallax,Leucippus fallax,Buffy Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,60,40,0,0,0,Ref_5,1,Christian,0,6,Dunning08,1,,
2609,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Leucippus baeri,Leucippus baeri,Tumbes Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,40,40,10,10,0,Ref_5,1,Christian,0,4.5,Dunning08,1,,
2610,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Leucippus taczanowskii,Leucippus taczanowskii,Spot-throated Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,40,30,0,0,Ref_5,1,Christian,0,6.4,Dunning08,1,,
2611,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Leucippus chlorocercus,Leucippus chlorocercus,Olive-spotted Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,50,50,0,0,0,Ref_5,1,Christian,0,4.6,Dunning08,1,,
2612,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Taphrospilus hypostictus,Taphrospilus hypostictus,Many-spotted Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,40,60,0,0,0,Ref_5,1,Christian,0,7,Dunning08,1,,
2613,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Amazilia viridicauda,Amazilia viridicauda,Green-and-white Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,50,50,0,0,0,Ref_5,1,Christian,0,6.1,Dunning08,1,,
2614,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Amazilia chionogaster,Amazilia chionogaster,White-bellied Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,50,50,0,0,0,Ref_5,1,Christian,0,5.04,Dunning08,1,,
2615,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Amazilia candida,Amazilia candida,White-bellied Emerald,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,40,30,0,0,Ref_5,1,Christian,0,3.8,Dunning08,1,,
2616,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Amazilia brevirostris,Amazilia brevirostris,White-chested Emerald,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,40,30,0,0,Ref_5,1,Christian,0,4.3,Dunning08,1,,
2617,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Amazilia versicolor,Amazilia versicolor,Versicoloured Emerald,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,40,30,0,0,Ref_5,1,Christian,0,4.1,Dunning08,1,,
2619,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Amazilia luciae,Amazilia luciae,Honduran Emerald,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,70,0,0,0,Ref_5,1,Christian,0,4.78,GenAvg,0,,
2620,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Amazilia fimbriata,Amazilia fimbriata,Glittering-throated Emerald,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,80,20,0,0,0,Ref_5,1,Christian,0,4.9,Dunning08,1,,
2622,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Amazilia lactea,Amazilia lactea,Sapphire-spangled Emerald,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,30,30,10,0,Ref_5,1,Christian,0,4.6,Dunning08,1,,
2623,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Amazilia amabilis,Amazilia amabilis,Blue-chested Hummingbird,0,0,0,0,0,0,0,100,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,70,20,10,0,0,Ref_5,1,Christian,0,4.3,Dunning08,1,,
2625,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Amazilia rosenbergi,Amazilia rosenbergi,Purple-chested Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,40,30,0,0,Ref_5,1,Christian,0,3.7,Dunning08,1,,
2626,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Amazilia boucardi,Amazilia boucardi,Mangrove Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,40,40,0,20,0,Ref_5,1,Christian,0,4.5,Dunning08,1,,
2627,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Amazilia franciae,Amazilia franciae,Andean Emerald,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,10,80,10,0,0,Ref_5,1,Christian,0,5,Dunning08,1,,
2628,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Amazilia leucogaster,Amazilia leucogaster,Plain-bellied Emerald,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,80,20,0,0,0,Ref_5,1,Christian,0,4.7,Dunning08,1,,
2629,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Amazilia cyanocephala,Amazilia cyanocephala,Azure-crowned Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,20,50,20,10,0,Ref_5,1,Christian,0,5.1,Dunning08,1,,
2630,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Amazilia cyanifrons,Amazilia cyanifrons,Indigo-capped Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,20,70,0,10,0,Ref_5,1,Christian,0,5,Dunning08,1,,
2631,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Amazilia beryllina,Amazilia beryllina,Berylline Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,40,30,0,0,Ref_5,1,Christian,0,4.5,Dunning08,1,,
2632,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Amazilia cyanura,Amazilia cyanura,Blue-tailed Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,30,30,10,0,Ref_5,1,Christian,0,3.9,Dunning08,1,,
2633,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Amazilia saucerrottei,Amazilia saucerrottei,Steely-vented Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,10,40,50,0,0,0,Ref_5,1,Walter,0,4.5,Dunning08,1,,
2634,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Amazilia tobaci,Amazilia tobaci,Copper-rumped Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,40,30,30,0,0,Ref_5,1,Christian,0,4.7,Dunning08,1,,
2635,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Amazilia viridigaster,Amazilia viridigaster,Green-bellied Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,50,50,0,0,0,Ref_5,1,Christian,0,3.74,Dunning08,1,,
2636,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Amazilia edward,Amazilia edward,Snowy-breasted Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,10,20,70,0,0,0,Ref_5,1,Other,0,4.7,Dunning08,1,,
2637,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Amazilia rutila,Amazilia rutila,Cinnamon Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,20,70,10,0,0,Ref_5,1,Christian,0,5.24,Dunning08,1,,
2638,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Amazilia yucatanensis,Amazilia yucatanensis,Buff-bellied Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,60,40,0,0,0,Ref_5,1,Christian,0,3.89,Dunning08,1,,
2639,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Amazilia tzacatl,Amazilia tzacatl,Rufous-tailed Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,30,30,10,0,Ref_5,1,Christian,0,4.79,Dunning08,1,,
2640,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Amazilia castaneiventris,Amazilia castaneiventris,Chestnut-bellied Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,50,40,0,10,0,Ref_5,1,Christian,0,5,Dunning08,1,,
2641,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Amazilia amazilia,Amazilia amazilia,Amazilia Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,70,30,0,0,0,Ref_5,1,Christian,0,4.3,Dunning08,1,,
2642,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Amazilia viridifrons,Amazilia viridifrons,Green-fronted Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,20,70,0,10,0,Ref_5,1,Christian,0,6.3,Dunning08,1,,
2644,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Amazilia violiceps,Amazilia violiceps,Violet-crowned Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,10,80,0,10,0,Ref_5,1,Christian,0,5.1,Dunning08,1,,
2645,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Eupherusa poliocerca,Eupherusa poliocerca,White-tailed Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,20,30,30,20,0,0,Ref_5,1,Christian,0,4.85,PrimScale,1,,
2646,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Eupherusa cyanophrys,Eupherusa cyanophrys,Blue-capped Hummingbird,0,0,0,0,0,0,0,100,0,0,FruiNect,Ref_5,A,Hamish,0,0,20,30,30,20,0,0,Ref_5,1,Christian,0,4.8,Dunning08,1,,
2647,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Eupherusa eximia,Eupherusa eximia,Stripe-tailed Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,20,20,60,0,0,Ref_5,1,Other,0,4.3,Dunning08,1,,
2648,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Eupherusa nigriventris,Eupherusa nigriventris,Black-bellied Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,10,10,40,40,0,0,Ref_5,1,Walter; Christian,0,3.5,Dunning08,1,,
2649,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Elvira chionura,Elvira chionura,White-tailed Emerald,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,0,50,50,0,0,Ref_5,1,Christian,0,3,Dunning08,1,,
2650,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Elvira cupreiceps,Elvira cupreiceps,Coppery-headed Emerald,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,0,50,50,0,0,Ref_5,1,Christian,0,3,Dunning08,1,,
2651,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Microchera albocoronata,Microchera albocoronata,Snowcap,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,30,40,0,0,Ref_5,1,Christian,0,2.7,Dunning08,1,,
2652,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Chalybura buffonii,Chalybura buffonii,White-vented Plumeleteer,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,20,40,20,20,0,Ref_5,1,Christian,0,6.79,Dunning08,1,,
2653,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Chalybura urochrysia,Chalybura urochrysia,Bronze-tailed Plumeleteer,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,40,10,20,0,Ref_5,1,Christian,0,6.38,Dunning08,1,,
2654,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Aphantochroa cirrochloris,Aphantochroa cirrochloris,Sombre Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,80,20,0,0,0,Ref_5,1,Christian,0,7.7,Dunning08,1,,
2655,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Lampornis clemenciae,Lampornis clemenciae,Blue-throated Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,70,30,0,0,0,Ref_5,1,Christian,0,7.55,Dunning08,1,,
2656,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Lampornis amethystinus,Lampornis amethystinus,Amethyst-throated Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,70,30,0,0,0,Ref_5,1,Christian,0,5.2,Dunning08,1,,
2657,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Lampornis viridipallens,Lampornis viridipallens,Green-throated Mountain-gem,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,70,30,0,0,0,Ref_5,1,Christian,0,5.33,Dunning08,1,,
2658,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Lampornis sybillae,Lampornis sybillae,Green-breasted Mountain-gem,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,C,Hamish,0,0,0,70,30,0,0,0,Ref_5,1,Christian,0,6.02,GenAvg,0,,
2659,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Lampornis hemileucus,Lampornis hemileucus,White-bellied Mountain-gem,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,20,40,20,20,0,Ref_5,1,Christian,0,5.5,Dunning08,1,,
2662,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Lampornis castaneoventris,Lampornis castaneoventris,White-throated Mountain-gem,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,0,50,40,10,0,Ref_5,1,Christian,0,5.08,Dunning08,1,,
2664,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Lamprolaima rhami,Lamprolaima rhami,Garnet-throated Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,70,0,0,0,Ref_5,1,Christian,0,7.8,Dunning08,1,,
2665,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Adelomyia melanogenys,Adelomyia melanogenys,Speckled Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,70,30,0,0,0,Ref_5,1,Christian,0,4.93,Dunning08,1,,
2666,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Anthocephala floriceps,Anthocephala floriceps,Blossomcrown,0,0,0,0,0,0,0,100,0,0,FruiNect,Ref_5,B,Hamish,0,0,0,80,20,0,0,0,Ref_5,1,Christian,0,4.24,PrimScale,1,MarceloR,
2667,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Phlogophilus hemileucurus,Phlogophilus hemileucurus,Ecuadorian Piedtail,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,20,80,0,0,0,Ref_5,1,Christian,0,2.8,Dunning08,1,,
2668,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Phlogophilus harterti,Phlogophilus harterti,Peruvian Piedtail,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,60,10,0,0,Ref_5,1,Christian,0,2.7,Dunning08,1,,
2669,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Clytolaema rubricauda,Clytolaema rubricauda,Brazilian Ruby,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,20,60,20,0,0,Ref_5,1,Christian,0,7.9,Dunning08,1,,
2670,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Heliodoxa imperatrix,Heliodoxa imperatrix,Empress Brilliant,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,10,30,60,0,0,Ref_5,1,Christian,0,8.8,Dunning08,1,,
2671,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Heliodoxa xanthogonys,Heliodoxa xanthogonys,Velvet-browed Brilliant,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,60,40,0,0,0,Ref_5,1,Christian,0,6.99,Dunning08,1,,
2672,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Heliodoxa gularis,Heliodoxa gularis,Pink-throated Brilliant,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,40,50,10,0,0,Ref_5,1,Christian,0,6.3,Dunning08,1,,
2673,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Heliodoxa branickii,Heliodoxa branickii,Rufous-webbed Brilliant,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,50,50,0,0,0,Ref_5,1,Christian,0,5.2,Dunning08,1,,
2674,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Heliodoxa schreibersii,Heliodoxa schreibersii,Black-throated Brilliant,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,60,40,0,0,0,Ref_5,1,Christian,0,9.17,Dunning08,1,,
2675,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Heliodoxa aurescens,Heliodoxa aurescens,Gould's Jewelfront,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,80,10,0,10,0,Ref_5,1,Christian,0,6.4,Dunning08,1,,
2676,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Heliodoxa rubinoides,Heliodoxa rubinoides,Fawn-breasted Brilliant,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,50,20,0,0,Ref_5,1,Christian,0,7.79,Dunning08,1,,
2677,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Heliodoxa jacula,Heliodoxa jacula,Green-crowned Brilliant,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,20,40,40,0,0,Ref_5,1,Christian,0,8.09,Dunning08,1,,
2678,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Heliodoxa leadbeateri,Heliodoxa leadbeateri,Violet-fronted Brilliant,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,40,60,0,0,0,Ref_5,1,Christian,0,7.4,Dunning08,1,,
2679,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Eugenes fulgens,Eugenes fulgens,Magnificent Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,60,30,0,10,0,Ref_5,1,Christian,0,8,Dunning08,1,,
2680,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Hylonympha macrocerca,Hylonympha macrocerca,Scissor-tailed Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,70,30,0,0,0,Ref_5,1,Christian,0,12.96,PrimScale,1,MarceloR,
2681,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Sternoclyta cyanopectus,Sternoclyta cyanopectus,Violet-chested Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,D2,Hamish,0,0,0,70,30,0,0,0,Ref_5,1,Christian,0,8,Dunning08,1,,
2683,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Topaza pella,Topaza pella,Crimson Topaz,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,10,30,40,20,0,Ref_5,1,Other,0,12.11,Dunning08,1,,
2684,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Oreotrochilus chimborazo,Oreotrochilus chimborazo,Ecuadorian Hillstar,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,80,10,0,10,0,Ref_5,1,Christian,0,8.2,Dunning08,1,,
2685,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Oreotrochilus estella,Oreotrochilus estella,Andean Hillstar,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,90,10,0,0,0,Ref_5,1,Christian,0,8.1,Dunning08,1,,
2686,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Oreotrochilus leucopleurus,Oreotrochilus leucopleurus,White-sided Hillstar,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,B,Hamish,0,0,0,90,10,0,0,0,Ref_5,1,Christian,0,8.15,PrimScale,1,,
2687,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Oreotrochilus melanogaster,Oreotrochilus melanogaster,Black-breasted Hillstar,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,70,10,10,10,0,Ref_5,1,Christian,0,9.1,Dunning08,1,,
2688,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Oreotrochilus adela,Oreotrochilus adela,Wedge-tailed Hillstar,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,60,40,0,0,0,Ref_5,1,Other,0,7.85,PrimScale,1,,
2689,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Urochroa bougueri,Urochroa bougueri,White-tailed Hillstar,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,60,10,0,0,Ref_5,1,Christian,0,11.4,Dunning08,1,,
2690,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Patagona gigas,Patagona gigas,Giant Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,60,30,0,10,0,Ref_5,1,Christian,0,20.2,Dunning08,1,,
2691,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Aglaeactis cupripennis,Aglaeactis cupripennis,Shining Sunbeam,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,30,30,10,0,Ref_5,1,Christian,0,7.6,Dunning08,1,,
2692,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Aglaeactis castelnaudii,Aglaeactis castelnaudii,White-tufted Sunbeam,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,40,30,30,0,0,Ref_5,1,Christian,0,6.7,Dunning08,1,,
2693,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Aglaeactis aliciae,Aglaeactis aliciae,Purple-backed Sunbeam,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,40,30,30,0,0,Ref_5,1,Christian,0,7.8,PrimScale,1,,
2694,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Aglaeactis pamela,Aglaeactis pamela,Black-hooded Sunbeam,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,60,40,0,0,0,Ref_5,1,Christian,0,5.5,Dunning08,1,,
