Seq,AOU,English_Common_Name,French_Common_Name,Spanish_Common_Name,ORDER,Family,Genus,Species
71,1512,unid. Common Goldeneye / Barrow's Goldeneye,unid Garrot ‡ oeil d'or / Garrot d'Islande,Bucephala clangula / islandica,Anseriformes,Anatidae,Bucephala,clangula / islandica
70,1520,Barrow's Goldeneye,Garrot d'Islande,Bucephala islandica,Anseriformes,Anatidae,Bucephala,islandica
68,1530,Bufflehead,Petit Garrot,Bucephala albeola,Anseriformes,Anatidae,Bucephala,albeola
67,1540,Long-tailed Duck,Harelde kakawi,Clangula hyemalis,Anseriformes,Anatidae,Clangula,hyemalis
60,1550,Harlequin Duck,Arlequin plongeur,Histrionicus histrionicus,Anseriformes,Anatidae,Histrionicus,histrionicus
59,1590,Common Eider,Eider ‡ duvet,Somateria mollissima,Anseriformes,Anatidae,Somateria,mollissima
58,1620,King Eider,Eider ‡ tÍte grise,Somateria spectabilis,Anseriformes,Anatidae,Somateria,spectabilis
65,1630,Black Scoter,Macreuse ‡ bec jaune,Melanitta americana,Anseriformes,Anatidae,Melanitta,americana
62,1650,White-winged Scoter,Macreuse ‡ ailes blanches,Melanitta deglandi,Anseriformes,Anatidae,Melanitta,deglandi
66,1657,unid. scoter,unid macreuse sp.,Melanitta sp.,Anseriformes,Anatidae,Melanitta,sp.
61,1660,Surf Scoter,Macreuse ‡ front blanc,Melanitta perspicillata,Anseriformes,Anatidae,Melanitta,perspicillata
77,1670,Ruddy Duck,…rismature rousse,Oxyura jamaicensis,Anseriformes,Anatidae,Oxyura,jamaicensis
9,1690,Snow Goose,Oie des neiges,Anser caerulescens,Anseriformes,Anatidae,Anser,caerulescens
10,1691,(Blue Goose) Snow Goose,Oie des neiges (forme bleue),Anser caerulescens (blue form),Anseriformes,Anatidae,Anser,caerulescens (blue form)
11,1700,Ross's Goose,Oie de Ross,Anser rossii,Anseriformes,Anatidae,Anser,rossii
13,1710,Greater White-fronted Goose,Oie rieuse,Anser albifrons,Anseriformes,Anatidae,Anser,albifrons
22,1720,Canada Goose,Bernache du Canada,Branta canadensis,Anseriformes,Anatidae,Branta,canadensis
21,1725,Cackling Goose,Bernache de Hutchins,Branta hutchinsii,Anseriformes,Anatidae,Branta,hutchinsii
18,1730,Brant,Bernache cravant,Branta bernicla,Anseriformes,Anatidae,Branta,bernicla
19,1740,(Black Brant) Brant,Bernache cravant (groupe nigricans),Branta bernicla nigricans,Anseriformes,Anatidae,Branta,bernicla nigricans
8,1760,Emperor Goose,Oie empereur,Anser canagicus,Anseriformes,Anatidae,Anser,canagicus
6,1770,Black-bellied Whistling-Duck,Dendrocygne ‡ ventre noir,Dendrocygna autumnalis,Anseriformes,Anatidae,Dendrocygna,autumnalis
7,1780,Fulvous Whistling-Duck,Dendrocygne fauve,Dendrocygna bicolor,Anseriformes,Anatidae,Dendrocygna,bicolor
23,1782,Mute Swan,Cygne tuberculÈ,Cygnus olor,Anseriformes,Anatidae,Cygnus,olor
25,1800,Tundra Swan,Cygne siffleur,Cygnus columbianus,Anseriformes,Anatidae,Cygnus,columbianus
24,1810,Trumpeter Swan,Cygne trompette,Cygnus buccinator,Anseriformes,Anatidae,Cygnus,buccinator
610,1830,Roseate Spoonbill,Spatule rosÈe,Platalea ajaja,Pelecaniformes,Threskiornithidae,Platalea,ajaja
605,1840,White Ibis,Ibis blanc,Eudocimus albus,Pelecaniformes,Threskiornithidae,Eudocimus,albus
607,1860,Glossy Ibis,Ibis falcinelle,Plegadis falcinellus,Pelecaniformes,Threskiornithidae,Plegadis,falcinellus
609,1861,unid. Glossy Ibis / White-faced Ibis,unid Ibis falcinelle / Ibis ‡ face blanche,Plegadis falcinellus / chihi,Pelecaniformes,Threskiornithidae,Plegadis,falcinellus / chihi
608,1870,White-faced Ibis,Ibis ‡ face blanche,Plegadis chihi,Pelecaniformes,Threskiornithidae,Plegadis,chihi
556,1880,Wood Stork,Tantale d'AmÈrique,Mycteria americana,Ciconiiformes,Ciconiidae,Mycteria,americana
579,1900,American Bittern,Butor d'AmÈrique,Botaurus lentiginosus,Pelecaniformes,Ardeidae,Botaurus,lentiginosus
581,1910,Least Bittern,Petit Blongios,Ixobrychus exilis,Pelecaniformes,Ardeidae,Ixobrychus,exilis
584,1920,(Great White Heron) Great Blue Heron,Grand HÈron (blanche),Ardea herodias occidentalis,Pelecaniformes,Ardeidae,Ardea,herodias occidentalis
583,1940,Great Blue Heron,Grand HÈron,Ardea herodias,Pelecaniformes,Ardeidae,Ardea,herodias
604,1945,unid. heron / egret,unid hÈron / aigrette sp.,Ardeid sp.,Pelecaniformes,Ardeidae,Ardeid,sp.
586,1960,Great Egret,Grande Aigrette,Ardea alba,Pelecaniformes,Ardeidae,Ardea,alba
589,1961,Little Egret,Aigrette garzette,Egretta garzetta,Pelecaniformes,Ardeidae,Egretta,garzetta
591,1970,Snowy Egret,Aigrette neigeuse,Egretta thula,Pelecaniformes,Ardeidae,Egretta,thula
594,1980,Reddish Egret,Aigrette rouss‚tre,Egretta rufescens,Pelecaniformes,Ardeidae,Egretta,rufescens
593,1990,Tricolored Heron,Aigrette tricolore,Egretta tricolor,Pelecaniformes,Ardeidae,Egretta,tricolor
592,2000,Little Blue Heron,Aigrette bleue,Egretta caerulea,Pelecaniformes,Ardeidae,Egretta,caerulea
595,2001,Cattle Egret,HÈron garde-boeufs,Bubulcus ibis,Pelecaniformes,Ardeidae,Bubulcus,ibis
597,2010,Green Heron,HÈron vert,Butorides virescens,Pelecaniformes,Ardeidae,Butorides,virescens
600,2020,Black-crowned Night-Heron,Bihoreau gris,Nycticorax nycticorax,Pelecaniformes,Ardeidae,Nycticorax,nycticorax
601,2030,Yellow-crowned Night-Heron,Bihoreau violacÈ,Nyctanassa violacea,Pelecaniformes,Ardeidae,Nyctanassa,violacea
602,2035,unid Black-crowned / Yellow-crowned Night-Heron,unid Bihoreau gris / Bihoreau violacÈ,Nycticorax / Nyctanassa nycticorax / violacea,Pelecaniformes,Ardeidae,Nycticorax / Nyctanassa,nycticorax / violacea
301,2040,Whooping Crane,Grue blanche,Grus americana,Gruiformes,Gruidae,Grus,americana
299,2060,Sandhill Crane,Grue du Canada,Antigone canadensis,Gruiformes,Gruidae,Antigone,canadensis
298,2070,Limpkin,Courlan brun,Aramus guarauna,Gruiformes,Aramidae,Aramus,guarauna
281,2080,King Rail,R‚le ÈlÈgant,Rallus elegans,Gruiformes,Rallidae,Rallus,elegans
282,2090,unid. Clapper / King Rail,unid R‚le ÈlÈgant / R‚le Gris,Rallus crepitans / elegans,Gruiformes,Rallidae,Rallus,crepitans / elegans
279,2110,Clapper Rail,R‚le tapageur,Rallus crepitans,Gruiformes,Rallidae,Rallus,crepitans
278,2111,Ridgway's Rail,R‚le de Californie,Rallus obsoletus,Gruiformes,Rallidae,Rallus,obsoletus
283,2120,Virginia Rail,R‚le de Virginie,Rallus limicola,Gruiformes,Rallidae,Rallus,limicola
287,2140,Sora,Marouette de Caroline,Porzana carolina,Gruiformes,Rallidae,Porzana,carolina
273,2150,Yellow Rail,R‚le jaune,Coturnicops noveboracensis,Gruiformes,Rallidae,Coturnicops,noveboracensis
276,2160,Black Rail,R‚le noir,Laterallus jamaicensis,Gruiformes,Rallidae,Laterallus,jamaicensis
291,2180,Purple Gallinule,TalËve violacÈe,Porphyrio martinicus,Gruiformes,Rallidae,Porphyrio,martinicus
293,2190,Common Gallinule,Gallinule d'AmÈrique,Gallinula galeata,Gruiformes,Rallidae,Gallinula,galeata
296,2210,American Coot,Foulque d'AmÈrique,Fulica americana,Gruiformes,Rallidae,Fulica,americana
394,2230,Red-necked Phalarope,Phalarope ‡ bec Ètroit,Phalaropus lobatus,Charadriiformes,Scolopacidae,Phalaropus,lobatus
393,2240,Wilson's Phalarope,Phalarope de Wilson,Phalaropus tricolor,Charadriiformes,Scolopacidae,Phalaropus,tricolor
305,2250,American Avocet,Avocette d'AmÈrique,Recurvirostra americana,Charadriiformes,Recurvirostridae,Recurvirostra,americana
304,2260,Black-necked Stilt,…chasse d'AmÈrique,Himantopus mexicanus,Charadriiformes,Recurvirostridae,Himantopus,mexicanus
372,2280,American Woodcock,BÈcasse d'AmÈrique,Scolopax minor,Charadriiformes,Scolopacidae,Scolopax,minor
376,2300,Wilson's Snipe,BÈcassine de Wilson,Gallinago delicata,Charadriiformes,Scolopacidae,Gallinago,delicata
367,2310,Short-billed Dowitcher,BÈcassin roux,Limnodromus griseus,Charadriiformes,Scolopacidae,Limnodromus,griseus
368,2320,Long-billed Dowitcher,BÈcassin ‡ long bec,Limnodromus scolopaceus,Charadriiformes,Scolopacidae,Limnodromus,scolopaceus
369,2327,unid. Short-billed / Long-billed Dowitcher,unid BÈcassin roux / BÈcassin ‡ long bec,Limnodromus griseus / scolopaceus,Charadriiformes,Scolopacidae,Limnodromus,griseus / scolopaceus
348,2330,Stilt Sandpiper,BÈcasseau ‡ Èchasses,Calidris himantopus,Charadriiformes,Scolopacidae,Calidris,himantopus
343,2340,Red Knot,BÈcasseau maubËche,Calidris canutus,Charadriiformes,Scolopacidae,Calidris,canutus
357,2350,Purple Sandpiper,BÈcasseau violet,Calidris maritima,Charadriiformes,Scolopacidae,Calidris,maritima
356,2356,Rock Sandpiper,BÈcasseau des AlÈoutiennes,Calidris ptilocnemis,Charadriiformes,Scolopacidae,Calidris,ptilocnemis
347,2380,Sharp-tailed Sandpiper,BÈcasseau ‡ queue pointue,Calidris acuminata,Charadriiformes,Scolopacidae,Calidris,acuminata
363,2390,Pectoral Sandpiper,BÈcasseau ‡ poitrine cendrÈe,Calidris melanotos,Charadriiformes,Scolopacidae,Calidris,melanotos
361,2400,White-rumped Sandpiper,BÈcasseau ‡ croupion blanc,Calidris fuscicollis,Charadriiformes,Scolopacidae,Calidris,fuscicollis
358,2410,Baird's Sandpiper,BÈcasseau de Baird,Calidris bairdii,Charadriiformes,Scolopacidae,Calidris,bairdii
360,2420,Least Sandpiper,BÈcasseau minuscule,Calidris minutilla,Charadriiformes,Scolopacidae,Calidris,minutilla
353,2422,Red-necked Stint,BÈcasseau ‡ col roux,Calidris ruficollis,Charadriiformes,Scolopacidae,Calidris,ruficollis
366,2429,unid. small ''peep'' sandpiper,unid petit BÈcasseau sp.,Calidris sp.,Charadriiformes,Scolopacidae,Calidris,sp.
355,2430,Dunlin,BÈcasseau variable,Calidris alpina,Charadriiformes,Scolopacidae,Calidris,alpina
364,2460,Semipalmated Sandpiper,BÈcasseau semipalmÈ,Calidris pusilla,Charadriiformes,Scolopacidae,Calidris,pusilla
365,2470,Western Sandpiper,BÈcasseau d'Alaska,Calidris mauri,Charadriiformes,Scolopacidae,Calidris,mauri
354,2480,Sanderling,BÈcasseau sanderling,Calidris alba,Charadriiformes,Scolopacidae,Calidris,alba
339,2490,Marbled Godwit,Barge marbrÈe,Limosa fedoa,Charadriiformes,Scolopacidae,Limosa,fedoa
336,2500,Bar-tailed Godwit,Barge rousse,Limosa lapponica,Charadriiformes,Scolopacidae,Limosa,lapponica
338,2510,Hudsonian Godwit,Barge hudsonienne,Limosa haemastica,Charadriiformes,Scolopacidae,Limosa,haemastica
388,2530,Common Greenshank,Chevalier aboyeur,Tringa nebularia,Charadriiformes,Scolopacidae,Tringa,nebularia
389,2540,Greater Yellowlegs,Grand Chevalier,Tringa melanoleuca,Charadriiformes,Scolopacidae,Tringa,melanoleuca
384,2550,Lesser Yellowlegs,Petit Chevalier,Tringa flavipes,Charadriiformes,Scolopacidae,Tringa,flavipes
385,2555,unid. Greater Yellowlegs / Lesser Yellowlegs,unid Grand Chevalier / Petit Chevalier,Tringa melanoleuca / flavipes,Charadriiformes,Scolopacidae,Tringa,melanoleuca / flavipes
381,2560,Solitary Sandpiper,Chevalier solitaire,Tringa solitaria,Charadriiformes,Scolopacidae,Tringa,solitaria
386,2580,Willet,Chevalier semipalmÈ,Tringa semipalmata,Charadriiformes,Scolopacidae,Tringa,semipalmata
383,2590,Wandering Tattler,Chevalier errant,Tringa incana,Charadriiformes,Scolopacidae,Tringa,incana
345,2600,Ruff,Combattant variÈ,Calidris pugnax,Charadriiformes,Scolopacidae,Calidris,pugnax
328,2610,Upland Sandpiper,MaubËche des champs,Bartramia longicauda,Charadriiformes,Scolopacidae,Bartramia,longicauda
362,2620,Buff-breasted Sandpiper,BÈcasseau rouss‚tre,Calidris subruficollis,Charadriiformes,Scolopacidae,Calidris,subruficollis
379,2630,Spotted Sandpiper,Chevalier grivelÈ,Actitis macularius,Charadriiformes,Scolopacidae,Actitis,macularius
378,2631,Common Sandpiper,Chevalier guignette,Actitis hypoleucos,Charadriiformes,Scolopacidae,Actitis,hypoleucos
332,2640,Long-billed Curlew,Courlis ‡ long bec,Numenius americanus,Charadriiformes,Scolopacidae,Numenius,americanus
330,2650,Whimbrel,Courlis corlieu,Numenius phaeopus,Charadriiformes,Scolopacidae,Numenius,phaeopus
329,2680,Bristle-thighed Curlew,Courlis d'Alaska,Numenius tahitiensis,Charadriiformes,Scolopacidae,Numenius,tahitiensis
311,2700,Black-bellied Plover,Pluvier argentÈ,Pluvialis squatarola,Charadriiformes,Charadriidae,Pluvialis,squatarola
313,2720,American Golden-Plover,Pluvier bronzÈ,Pluvialis dominica,Charadriiformes,Charadriidae,Pluvialis,dominica
314,2721,Pacific Golden-Plover,Pluvier fauve,Pluvialis fulva,Charadriiformes,Charadriidae,Pluvialis,fulva
316,2730,Killdeer,Pluvier kildir,Charadrius vociferus,Charadriiformes,Charadriidae,Charadrius,vociferus
318,2740,Semipalmated Plover,Pluvier semipalmÈ,Charadrius semipalmatus,Charadriiformes,Charadriidae,Charadrius,semipalmatus
317,2750,Common Ringed Plover,Pluvier grand-gravelot,Charadrius hiaticula,Charadriiformes,Charadriidae,Charadrius,hiaticula
319,2770,Piping Plover,Pluvier siffleur,Charadrius melodus,Charadriiformes,Charadriidae,Charadrius,melodus
326,2780,Snowy Plover,Pluvier neigeux,Charadrius nivosus,Charadriiformes,Charadriidae,Charadrius,nivosus
323,2800,Wilson's Plover,Pluvier de Wilson,Charadrius wilsonia,Charadriiformes,Charadriidae,Charadrius,wilsonia
325,2810,Mountain Plover,Pluvier montagnard,Charadrius montanus,Charadriiformes,Charadriidae,Charadrius,montanus
344,2820,Surfbird,BÈcasseau du ressac,Calidris virgata,Charadriiformes,Scolopacidae,Calidris,virgata
340,2830,Ruddy Turnstone,Tournepierre ‡ collier,Arenaria interpres,Charadriiformes,Scolopacidae,Arenaria,interpres
341,2840,Black Turnstone,Tournepierre noir,Arenaria melanocephala,Charadriiformes,Scolopacidae,Arenaria,melanocephala
307,2860,American Oystercatcher,HuÓtrier d'AmÈrique,Haematopus palliatus,Charadriiformes,Haematopodidae,Haematopus,palliatus
308,2870,Black Oystercatcher,HuÓtrier de Bachman,Haematopus bachmani,Charadriiformes,Haematopodidae,Haematopus,bachmani
104,2881,Gray Partridge,Perdrix grise,Perdix perdix,Galliformes,Phasianidae,Perdix,perdix
101,2882,Chukar,Perdrix choukar,Alectoris chukar,Galliformes,Phasianidae,Alectoris,chukar
91,2890,Northern Bobwhite,Colin de Virginie,Colinus virginianus,Galliformes,Odontophoridae,Colinus,virginianus
86,2920,Mountain Quail,Colin des montagnes,Oreortyx pictus,Galliformes,Odontophoridae,Oreortyx,pictus
93,2930,Scaled Quail,Colin ÈcaillÈ,Callipepla squamata,Galliformes,Odontophoridae,Callipepla,squamata
95,2940,California Quail,Colin de Californie,Callipepla californica,Galliformes,Odontophoridae,Callipepla,californica
96,2950,Gambel's Quail,Colin de Gambel,Callipepla gambelii,Galliformes,Odontophoridae,Callipepla,gambelii
97,2960,Montezuma Quail,Colin arlequin,Cyrtonyx montezumae,Galliformes,Odontophoridae,Cyrtonyx,montezumae
114,2970,Dusky Grouse,TÈtras sombre,Dendragapus obscurus,Galliformes,Phasianidae,Dendragapus,obscurus
115,2971,Sooty Grouse,TÈtras fuligineux,Dendragapus fuliginosus,Galliformes,Phasianidae,Dendragapus,fuliginosus
116,2973,unid. Dusky Grouse / Sooty Grouse,unid TÈtras sombre / TÈtras fuligineux,Dendragapus obscurus / fuliginosus,Galliformes,Phasianidae,Dendragapus,obscurus / fuliginosus
110,2980,Spruce Grouse,TÈtras du Canada,Falcipennis canadensis,Galliformes,Phasianidae,Falcipennis,canadensis
107,3000,Ruffed Grouse,GÈlinotte huppÈe,Bonasa umbellus,Galliformes,Phasianidae,Bonasa,umbellus
111,3010,Willow Ptarmigan,LagopËde des saules,Lagopus lagopus,Galliformes,Phasianidae,Lagopus,lagopus
112,3020,Rock Ptarmigan,LagopËde alpin,Lagopus muta,Galliformes,Phasianidae,Lagopus,muta
113,3040,White-tailed Ptarmigan,LagopËde ‡ queue blanche,Lagopus leucura,Galliformes,Phasianidae,Lagopus,leucura
118,3050,Greater Prairie-Chicken,TÈtras des prairies,Tympanuchus cupido,Galliformes,Phasianidae,Tympanuchus,cupido
119,3070,Lesser Prairie-Chicken,TÈtras p‚le,Tympanuchus pallidicinctus,Galliformes,Phasianidae,Tympanuchus,pallidicinctus
117,3080,Sharp-tailed Grouse,TÈtras ‡ queue fine,Tympanuchus phasianellus,Galliformes,Phasianidae,Tympanuchus,phasianellus
109,3089,Gunnison Sage-Grouse,TÈtras du Gunnison,Centrocercus minimus,Galliformes,Phasianidae,Centrocercus,minimus
108,3090,Greater Sage-Grouse,TÈtras des armoises,Centrocercus urophasianus,Galliformes,Phasianidae,Centrocercus,urophasianus
105,3091,Ring-necked Pheasant,Faisan de Colchide,Phasianus colchicus,Galliformes,Phasianidae,Phasianus,colchicus
106,3095,Indian Peafowl,Paon bleu,Pavo cristatus,Galliformes,Phasianidae,Pavo,cristatus
120,3100,Wild Turkey,Dindon sauvage,Meleagris gallopavo,Galliformes,Phasianidae,Meleagris,gallopavo
78,3110,Plain Chachalaca,Ortalide chacamel,Ortalis vetula,Galliformes,Cracidae,Ortalis,vetula
137,3120,Band-tailed Pigeon,Pigeon ‡ queue barrÈe,Patagioenas fasciata,Columbiformes,Columbidae,Patagioenas,fasciata
136,3130,Red-billed Pigeon,Pigeon ‡ bec rouge,Patagioenas flavirostris,Columbiformes,Columbidae,Patagioenas,flavirostris
131,3131,Rock Pigeon,Pigeon biset,Columba livia,Columbiformes,Columbidae,Columba,livia
135,3140,White-crowned Pigeon,Pigeon ‡ couronne blanche,Patagioenas leucocephala,Columbiformes,Columbidae,Patagioenas,leucocephala
143,3151,Spotted Dove,Tourterelle tigrine,Streptopelia chinensis,Columbiformes,Columbidae,Streptopelia,chinensis
140,3152,African Collared-Dove (a.k.a. Ringed Turtle-Dove),Tourterelle rieuse,Streptopelia roseogrisea,Columbiformes,Columbidae,Streptopelia,roseogrisea
160,3160,Mourning Dove,Tourterelle triste,Zenaida macroura,Columbiformes,Columbidae,Zenaida,macroura
152,3180,White-tipped Dove,Colombe de Verreaux,Leptotila verreauxi,Columbiformes,Columbidae,Leptotila,verreauxi
158,3190,White-winged Dove,Tourterelle ‡ ailes blanches,Zenaida asiatica,Columbiformes,Columbidae,Zenaida,asiatica
145,3200,Common Ground Dove,Colombe ‡ queue noire,Columbina passerina,Columbiformes,Columbidae,Columbina,passerina
147,3201,Ruddy Ground Dove,Colombe rousse,Columbina talpacoti,Columbiformes,Columbidae,Columbina,talpacoti
144,3210,Inca Dove,Colombe inca,Columbina inca,Columbiformes,Columbidae,Columbina,inca
615,3240,California Condor,Condor de Californie,Gymnogyps californianus,Cathartiformes,Cathartidae,Gymnogyps,californianus
612,3250,Turkey Vulture,Urubu ‡ tÍte rouge,Cathartes aura,Cathartiformes,Cathartidae,Cathartes,aura
613,3255,unid. Black Vulture / Turkey Vulture,unid Urubu noir / Urubu ‡ tÍte rouge,Coragyps / Cathartes atratus / aura,Cathartiformes,Cathartidae,Coragyps / Cathartes,atratus / aura
611,3260,Black Vulture,Urubu noir,Coragyps atratus,Cathartiformes,Cathartidae,Coragyps,atratus
621,3270,Swallow-tailed Kite,Naucler ‡ queue fourchue,Elanoides forficatus,Accipitriformes,Accipitridae,Elanoides,forficatus
619,3271,Hook-billed Kite,Bec-en-croc de Temminck,Chondrohierax uncinatus,Accipitriformes,Accipitridae,Chondrohierax,uncinatus
618,3280,White-tailed Kite,…lanion ‡ queue blanche,Elanus leucurus,Accipitriformes,Accipitridae,Elanus,leucurus
640,3290,Mississippi Kite,Milan du Mississippi,Ictinia mississippiensis,Accipitriformes,Accipitridae,Ictinia,mississippiensis
644,3300,Snail Kite,Milan des marais,Rostrhamus sociabilis,Accipitriformes,Accipitridae,Rostrhamus,sociabilis
629,3310,Northern Harrier,Busard des marais,Circus hudsonius,Accipitriformes,Accipitridae,Circus,hudsonius
631,3320,Sharp-shinned Hawk,…pervier brun,Accipiter striatus,Accipitriformes,Accipitridae,Accipiter,striatus
632,3330,Cooper's Hawk,…pervier de Cooper,Accipiter cooperii,Accipitriformes,Accipitridae,Accipiter,cooperii
635,3333,unid. Accipiter hawk,unid Èpervier sp.,Accipiter sp.,Accipitriformes,Accipitridae,Accipiter,sp.
634,3340,Northern Goshawk,Autour des palombes,Accipiter gentilis,Accipitriformes,Accipitridae,Accipiter,gentilis
649,3350,Harris's Hawk,Buse de Harris,Parabuteo unicinctus,Accipitriformes,Accipitridae,Parabuteo,unicinctus
658,3370,Red-tailed Hawk,Buse ‡ queue rousse,Buteo jamaicensis,Accipitriformes,Accipitridae,Buteo,jamaicensis
659,3380,(Harlan's Hawk) Red-tailed Hawk,Buse ‡ queue rousse (groupe harlani),Buteo jamaicensis harlani,Accipitriformes,Accipitridae,Buteo,jamaicensis harlani
653,3390,Red-shouldered Hawk,Buse ‡ Èpaulettes,Buteo lineatus,Accipitriformes,Accipitridae,Buteo,lineatus
657,3400,Zone-tailed Hawk,Buse ‡ queue barrÈe,Buteo albonotatus,Accipitriformes,Accipitridae,Buteo,albonotatus
650,3410,White-tailed Hawk,Buse ‡ queue blanche,Geranoaetus albicaudatus,Accipitriformes,Accipitridae,Geranoaetus,albicaudatus
656,3420,Swainson's Hawk,Buse de Swainson,Buteo swainsoni,Accipitriformes,Accipitridae,Buteo,swainsoni
654,3430,Broad-winged Hawk,Petite Buse,Buteo platypterus,Accipitriformes,Accipitridae,Buteo,platypterus
655,3440,Short-tailed Hawk,Buse ‡ queue courte,Buteo brachyurus,Accipitriformes,Accipitridae,Buteo,brachyurus
645,3450,Common Black Hawk,Buse noire,Buteogallus anthracinus,Accipitriformes,Accipitridae,Buteogallus,anthracinus
662,3451,unid. Buteo hawk,unid Buse sp.,Buteo sp.,Accipitriformes,Accipitridae,Buteo,sp.
652,3460,Gray Hawk,Buse grise,Buteo plagiatus,Accipitriformes,Accipitridae,Buteo,plagiatus
660,3470,Rough-legged Hawk,Buse pattue,Buteo lagopus,Accipitriformes,Accipitridae,Buteo,lagopus
661,3480,Ferruginous Hawk,Buse rouilleuse,Buteo regalis,Accipitriformes,Accipitridae,Buteo,regalis
624,3490,Golden Eagle,Aigle royal,Aquila chrysaetos,Accipitriformes,Accipitridae,Aquila,chrysaetos
637,3520,Bald Eagle,Pygargue ‡ tÍte blanche,Haliaeetus leucocephalus,Accipitriformes,Accipitridae,Haliaeetus,leucocephalus
780,3540,Gyrfalcon,Faucon gerfaut,Falco rusticolus,Falconiformes,Falconidae,Falco,rusticolus
782,3550,Prairie Falcon,Faucon des prairies,Falco mexicanus,Falconiformes,Falconidae,Falco,mexicanus
781,3560,Peregrine Falcon,Faucon pËlerin,Falco peregrinus,Falconiformes,Falconidae,Falco,peregrinus
775,3570,Merlin,Faucon Èmerillon,Falco columbarius,Falconiformes,Falconidae,Falco,columbarius
777,3590,Aplomado Falcon,Faucon aplomado,Falco femoralis,Falconiformes,Falconidae,Falco,femoralis
773,3600,American Kestrel,CrÈcerelle d'AmÈrique,Falco sparverius,Falconiformes,Falconidae,Falco,sparverius
771,3620,Crested Caracara,Caracara du Nord,Caracara cheriway,Falconiformes,Falconidae,Caracara,cheriway
617,3640,Osprey,Balbuzard pÍcheur,Pandion haliaetus,Accipitriformes,Pandionidae,Pandion,haliaetus
663,3650,Barn Owl,Effraie des clochers,Tyto alba,Strigiformes,Tytonidae,Tyto,alba
691,3660,Long-eared Owl,Hibou moyen-duc,Asio otus,Strigiformes,Strigidae,Asio,otus
693,3670,Short-eared Owl,Hibou des marais,Asio flammeus,Strigiformes,Strigidae,Asio,flammeus
688,3680,Barred Owl,Chouette rayÈe,Strix varia,Strigiformes,Strigidae,Strix,varia
687,3690,Spotted Owl,Chouette tachetÈe,Strix occidentalis,Strigiformes,Strigidae,Strix,occidentalis
690,3700,Great Gray Owl,Chouette lapone,Strix nebulosa,Strigiformes,Strigidae,Strix,nebulosa
695,3710,Boreal Owl,Nyctale de Tengmalm,Aegolius funereus,Strigiformes,Strigidae,Aegolius,funereus
696,3720,Northern Saw-whet Owl,Petite Nyctale,Aegolius acadicus,Strigiformes,Strigidae,Aegolius,acadicus
667,3730,Eastern Screech-Owl,Petit-duc maculÈ,Megascops asio,Strigiformes,Strigidae,Megascops,asio
670,3731,Whiskered Screech-Owl,Petit-duc ‡ moustaches,Megascops trichopsis,Strigiformes,Strigidae,Megascops,trichopsis
666,3732,Western Screech-Owl,Petit-duc des montagnes,Megascops kennicottii,Strigiformes,Strigidae,Megascops,kennicottii
665,3740,Flammulated Owl,Petit-duc nain,Psiloscops flammeolus,Strigiformes,Strigidae,Psiloscops,flammeolus
675,3750,Great Horned Owl,Grand-duc d'AmÈrique,Bubo virginianus,Strigiformes,Strigidae,Bubo,virginianus
676,3760,Snowy Owl,Harfang des neiges,Bubo scandiacus,Strigiformes,Strigidae,Bubo,scandiacus
677,3770,Northern Hawk Owl,Chouette ÈperviËre,Surnia ulula,Strigiformes,Strigidae,Surnia,ulula
684,3780,Burrowing Owl,ChevÍche des terriers,Athene cunicularia,Strigiformes,Strigidae,Athene,cunicularia
678,3790,Northern Pygmy-Owl,ChevÍchette naine,Glaucidium gnoma,Strigiformes,Strigidae,Glaucidium,gnoma
682,3800,Ferruginous Pygmy-Owl,ChevÍchette brune,Glaucidium brasilianum,Strigiformes,Strigidae,Glaucidium,brasilianum
683,3810,Elf Owl,ChevÍchette des saguaros,Micrathene whitneyi,Strigiformes,Strigidae,Micrathene,whitneyi
815,3822,Budgerigar,Perruche ondulÈe,Melopsittacus undulatus,Psittaciformes,Psittaculidae,Melopsittacus,undulatus
813,3823,Rose-ringed Parakeet,Perruche ‡ collier,Psittacula krameri,Psittaciformes,Psittaculidae,Psittacula,krameri
783,3824,Monk Parakeet,Conure veuve,Myiopsitta monachus,Psittaciformes,Psittacidae,Myiopsitta,monachus
806,3826,Red-crowned Parrot,Amazone ‡ joues vertes,Amazona viridigenalis,Psittaciformes,Psittacidae,Amazona,viridigenalis
801,3827,unid. White-winged / Yellow-chevroned Parakeet,Toui ‡ ailes variÈes / Toui ‡ ailes jaunes,Brotogeris versicolurus / chiriri,Psittaciformes,Psittacidae,Brotogeris,versicolurus / chiriri
162,3830,Smooth-billed Ani,Ani ‡ bec lisse,Crotophaga ani,Cuculiformes,Cuculidae,Crotophaga,ani
163,3840,Groove-billed Ani,Ani ‡ bec cannelÈ,Crotophaga sulcirostris,Cuculiformes,Cuculidae,Crotophaga,sulcirostris
168,3850,Greater Roadrunner,Grand GÈocoucou,Geococcyx californianus,Cuculiformes,Cuculidae,Geococcyx,californianus
174,3860,Mangrove Cuckoo,Coulicou manioc,Coccyzus minor,Cuculiformes,Cuculidae,Coccyzus,minor
173,3870,Yellow-billed Cuckoo,Coulicou ‡ bec jaune,Coccyzus americanus,Cuculiformes,Cuculidae,Coccyzus,americanus
